commentId,videoId,videoTitle,channelId,channelTitle,author,authorChannelId,text,publishedAt,updatedAt,likeCount,replyCount,parentId,isReply,text_clean,primary_emotion,vader_compound
UgxtwKzBEF__wAo6f3h4AaABAg,_pO7BRNdJdc,,,,@TRJ17MSS,UC11tr8HMFcViMJOnchb5kbw,never stop playing mate,2025-09-25T18:49:50Z,2025-09-25T18:49:50Z,0,1,,False,never stop playing mate,trust,0.0762
UgzCI6ct94OBI59LxNB4AaABAg,_pO7BRNdJdc,,,,@moxxi5921,UCfOdu2F-bG9ZXY4Nl_rOMjw,my kawaii goat,2025-09-25T17:19:16Z,2025-09-25T17:19:16Z,0,0,,False,my kawaii goat,neutral,0.0
Ugy-eO7OGkaTxHxLrGF4AaABAg,_pO7BRNdJdc,,,,@SwaggieSteve,UCrcrgAyqxt73ogygeTaZWxw,thought the thumbnail was john lithgow,2025-09-25T15:17:44Z,2025-09-25T15:17:44Z,1,1,,False,thought the thumbnail was john lithgow,anticipation,0.0
UgzrDHBxf7GXCw18qTd4AaABAg,_pO7BRNdJdc,,,,@hahahaha4291-b5j,UCZIx1PC9pmhqebVqqOgrXlQ,这是月琴吗？,2025-09-25T14:41:25Z,2025-09-25T14:41:25Z,0,0,,False,这是月琴吗？,neutral,0.0
UgwXd96hgLFLgphukpZ4AaABAg,_pO7BRNdJdc,,,,@nerorerer2258,UC1JahYIok8CLP_5b0V7AMCA,fuck yes,2025-09-25T14:31:34Z,2025-09-25T14:31:34Z,0,0,,False,fuck yes,neutral,-0.2023
UgyB8TbD3yAuX1VJtQd4AaABAg,_pO7BRNdJdc,,,,@ayankarmakar6866,UCuLwtYG4ri0Nb0_YkCdmk_w,What 1 scoop of that Lao Gan Ma did to John Cena:,2025-09-25T13:41:10Z,2025-09-25T13:41:10Z,1,0,,False,What 1 scoop of that Lao Gan Ma did to John Cena:,neutral,0.1531
Ugx013sYRCmxGEOwEHt4AaABAg,_pO7BRNdJdc,,,,@zigma2734,UC60KnYstoXMv23O20gwiwJA,Music to listen to when you&#39;re fighting against the Anhui Clique,2025-09-25T12:35:09Z,2025-09-25T12:35:09Z,0,0,,False,Music to listen to when you&#39;re fighting against the Anhui Clique,anger,-0.3612
UgzXUG4UHgtDQqwx05R4AaABAg,_pO7BRNdJdc,,,,@tonyzep966,UCbGmynvrHqKqka-ic86Pn0w,"I have no knowledge about music theory so if there&#39;s anything I said wrong please pardon me... Liuqin is a traditional instrument while sir your composition sounds a little bit modern style, that&#39;s interesting to me 😄 Anyway, it&#39;s a beautiful song ❤",2025-09-25T12:14:00Z,2025-09-25T12:14:00Z,0,1,,False,"I have no knowledge about music theory so if there&#39;s anything I said wrong please pardon me... Liuqin is a traditional instrument while sir your composition sounds a little bit modern style, that&#39;s interesting to me 😄 Anyway, it&#39;s a beautiful song ❤",joy,0.9393
UgyU4QhT5j8CQI7dqlN4AaABAg,_pO7BRNdJdc,,,,@sam_exe9028,UCGA-zHsmHuBkF3USRscJAfw,"好听,真厉害",2025-09-25T11:41:48Z,2025-09-25T11:41:48Z,0,0,,False,"好听,真厉害",neutral,0.0
Ugybr24l4WkyO9M6wcl4AaABAg,_pO7BRNdJdc,,,,@LiLinll,UCOYMNA7riFV0FUumK888WbQ,crazy,2025-09-25T11:03:53Z,2025-09-25T11:03:53Z,0,0,,False,crazy,anger,-0.34
UgzQZjFna7ZzxdZ-I814AaABAg,_pO7BRNdJdc,,,,@DizzyHamler,UCyO2Y3BwfEF6mU2QL_uLtqQ,这是满清，不是中国,2025-09-25T09:55:24Z,2025-09-25T09:55:24Z,0,0,,False,这是满清，不是中国,neutral,0.0
Ugy0c0NRh54XUPbaPi94AaABAg,_pO7BRNdJdc,,,,@alonsocote,UCwM8eoWDVPQMQTryPMTF4Ig,"highest glory to the CCP my Brother, greetings from Zhantiagou Xhile, China.",2025-09-25T07:49:36Z,2025-09-25T07:49:36Z,0,0,,False,"highest glory to the CCP my Brother, greetings from Zhantiagou Xhile, China.",anticipation,0.743
UgwMSwVjtK0pWz5cbSp4AaABAg,_pO7BRNdJdc,,,,@floppa_silly_vids,UCNty2tKSAYF7YjWCx738EsA,John Pork,2025-09-25T07:05:31Z,2025-09-25T07:05:31Z,0,0,,False,John Pork,neutral,0.0
UgxGyo26FeAm57g4grt4AaABAg,_pO7BRNdJdc,,,,@thecopecorner9648,UCPCN0ZCOBkH-wt0KrK1VpGw,goat,2025-09-25T07:02:38Z,2025-09-25T07:02:38Z,0,0,,False,goat,neutral,0.0
UgyBRXTUYvm7NFxIiPd4AaABAg,_pO7BRNdJdc,,,,@TheLibraryofLetourneau,UC_O58Rr2DOskJvs9bArpLkQ,"you alright sometimes youtube algorithm, i just didnt expect it to be chinese",2025-09-25T06:08:52Z,2025-09-25T06:08:52Z,0,0,,False,"you alright sometimes youtube algorithm, i just didnt expect it to be chinese",anticipation,0.25
UgwxDhayVGNQz6bPBDp4AaABAg,_pO7BRNdJdc,,,,@user-AndrewHuang,UCJfE_8EY1LG2gs00e30sCyA,您彈得非常的好呢!相信您的廈門朋友也會很喜歡的!,2025-09-25T05:59:54Z,2025-09-25T05:59:54Z,0,0,,False,您彈得非常的好呢!相信您的廈門朋友也會很喜歡的!,neutral,0.0
Ugz5oEqZEIP9lxrqNPR4AaABAg,_pO7BRNdJdc,,,,@meowmeow7354,UCL5xyXiZ3lm0PXtNyWJFcPw,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a>",2025-09-25T04:36:23Z,2025-09-25T04:36:23Z,0,0,,False,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a>",neutral,0.0
UgxmwVdgpQWfh1wdUKh4AaABAg,_pO7BRNdJdc,,,,@matiasnasho,UC5802tjaRtst27CnOaDDS1w,"temazo, saludos desde Tal&#39;KA, vietnam 🤧🤧🤧",2025-09-25T03:23:35Z,2025-09-25T03:23:35Z,0,0,,False,"temazo, saludos desde Tal&#39;KA, vietnam 🤧🤧🤧",neutral,0.0
UgzAYUnsK-OTSAea4NN4AaABAg,_pO7BRNdJdc,,,,@KyneGG,UCk8I_2CvirET2o0EydIMmNg,Now this was peak<br>叔叔你太酷了!,2025-09-25T02:46:38Z,2025-09-25T02:46:45Z,0,0,,False,Now this was peak<br>叔叔你太酷了!,neutral,0.0
Ugyz33hOHdRnwz9EpIB4AaABAg,_pO7BRNdJdc,,,,@thedoublebjj8253,UC3EXt-tgmSbU0m-OYH6v8Rg,where did you acquire such a beautifully crafted instrument,2025-09-25T01:55:52Z,2025-09-25T01:55:52Z,1,1,,False,where did you acquire such a beautifully crafted instrument,anger,0.5719
UgxKs26d7ywbWIwzyAl4AaABAg,_pO7BRNdJdc,,,,@ronaldjohnson5695,UC2G4gegbXr53uCt4CgOjCPg,"To be fair, it&#39;s both beautiful and original. Well played mate.",2025-09-25T01:16:14Z,2025-09-25T01:16:14Z,0,1,,False,"To be fair, it&#39;s both beautiful and original. Well played mate.",joy,0.9001
UgwiZbW_0Bc4FxTZrp14AaABAg,_pO7BRNdJdc,,,,@tenzinmatson5274,UCdovMlS3gVLtRBvz9EumNYg,Wait a second hold on brother did you write this? I can’t find a song remotely sounding like this on Spotify and just noticed your Chanel’s name 😂,2025-09-25T00:40:43Z,2025-09-25T00:40:43Z,0,1,,False,Wait a second hold on brother did you write this? I can’t find a song remotely sounding like this on Spotify and just noticed your Chanel’s name 😂,trust,0.6597
Ugyj7-tfAB3nAN4FK-d4AaABAg,_pO7BRNdJdc,,,,@nigthh666,UCzSuP9aw4CtTC9ZlsFkNcNg,wow beatiful talent are u  the father of mj,2025-09-25T00:02:32Z,2025-09-25T00:02:32Z,0,0,,False,wow beatiful talent are u the father of mj,trust,0.765
Ugyz2dwHpOscFiHf12J4AaABAg,_pO7BRNdJdc,,,,@slabbadanks5829,UCjLX9SuvdsS9sbtq3MQhHcw,shredding it bruv.,2025-09-24T23:41:01Z,2025-09-24T23:41:01Z,0,0,,False,shredding it bruv.,neutral,0.0
UgxXO_-gNsmB5C7X9HB4AaABAg,_pO7BRNdJdc,,,,@andreaspe5762,UCUTyPtIs-H761S3-oueP2HQ,Youtube is finally doing what it&#39;s supposed to do,2025-09-24T22:34:27Z,2025-09-24T22:34:27Z,0,0,,False,Youtube is finally doing what it&#39;s supposed to do,anticipation,0.0
UgwK0EPuftfI23vfCmF4AaABAg,_pO7BRNdJdc,,,,@piotrroguski9420,UC6lX4W4aSDczg6TrA7Byakw,banger shout out China,2025-09-24T22:27:17Z,2025-09-24T22:27:17Z,0,0,,False,banger shout out China,anger,0.0
Ugwm0cwEfQiL_eP6Kxl4AaABAg,_pO7BRNdJdc,,,,@toffeeve,UC0JRgn2m5Hwra2p9rLmP08g,thats fire grandpa,2025-09-24T22:26:14Z,2025-09-24T22:26:14Z,0,0,,False,thats fire grandpa,fear,-0.34
UgwJ1koEZzzrHdWX5iR4AaABAg,_pO7BRNdJdc,,,,@2006SubaruLegacy,UC75-2kjs1j7IUiPGwGY9vfw,god bless the peoples republic of china,2025-09-24T22:11:20Z,2025-09-24T22:11:20Z,0,0,,False,god bless the peoples republic of china,anticipation,0.5994
UgxSibrxolnik1E6PZN4AaABAg,_pO7BRNdJdc,,,,@puesnoloseee,UCz9gA5XYacBfWkxgqMT6cog,I LOVE U,2025-09-24T21:45:16Z,2025-09-24T21:45:16Z,0,0,,False,I LOVE U,joy,0.6369
UgywfuDUG_VPZPlD0XV4AaABAg,_pO7BRNdJdc,,,,@zane2go,UCRfIoRIoaXJy9PvgvyuFsbA,I was enchanted by this! thank you!,2025-09-24T21:21:42Z,2025-09-24T21:21:42Z,1,0,,False,I was enchanted by this! thank you!,joy,0.6892
Ugxxu5vByZ6xHT2CLlt4AaABAg,_pO7BRNdJdc,,,,@marcusmarcusmarcus,UCY1dQAr2IYrFQQIhKCcJLUw,very beautiful john,2025-09-24T20:55:56Z,2025-09-24T20:55:56Z,0,0,,False,very beautiful john,disgust,0.6361
UgzmGGOewzLY8qWxsrp4AaABAg,_pO7BRNdJdc,,,,@alicelfpc5735,UCVLBCw2ItycPq_wFlWjHjZw,Yes Youtube I AM interested into this kind of video. Love the ethusiasm and this instrument is beautiful !,2025-09-24T20:42:46Z,2025-09-24T20:42:46Z,0,1,,False,Yes Youtube I AM interested into this kind of video. Love the ethusiasm and this instrument is beautiful !,joy,0.9299
Ugw_bYVtFLuc7NmDcw54AaABAg,_pO7BRNdJdc,,,,@Mel-mp3ws,UC0zXAiSK_X2ACx9j-8Of3hQ,i love seeing people embrace other cultures ❤❤,2025-09-24T20:39:36Z,2025-09-24T20:39:36Z,0,2,,False,i love seeing people embrace other cultures ❤❤,joy,0.9423
UgwR1_3hTAdTZUbp6RR4AaABAg,_pO7BRNdJdc,,,,@danielbadi261,UChRwvA1HHPYiihRqeQFJKtw,Thanks to you i love china,2025-09-24T20:22:39Z,2025-09-24T20:22:39Z,0,1,,False,Thanks to you i love china,joy,0.7964
UgyvnBV0KKo4-xTIFx14AaABAg,_pO7BRNdJdc,,,,@mar0514,UCO1EDr5hP-xPLh419QZBJLQ,su canal es increible señor. saludos desde san luis capital argentina,2025-09-24T20:02:23Z,2025-09-24T20:02:23Z,0,1,,False,su canal es increible señor. saludos desde san luis capital argentina,neutral,0.0
Ugwnt8N1OLW47f3z1_B4AaABAg,_pO7BRNdJdc,,,,@Just-a-Scottish-person,UCFwKCiKo-09hv-lfbqGm9tQ,我很喜欢他的音乐！ so rare to find such talent on YouTube these days,2025-09-24T19:42:00Z,2025-09-24T19:42:00Z,0,1,,False,我很喜欢他的音乐！ so rare to find such talent on YouTube these days,anger,0.4215
Ugzd45L300JUsgkAN_94AaABAg,_pO7BRNdJdc,,,,@tequila-fz3sy,UCPieMM6m1XCC156cmiCBI3Q,"Wow, just saw my hometown’s name on YouTube’s homepage. So cool! Thanks for the music, it totally captures the Xiamen vibe lol.",2025-09-24T19:16:40Z,2025-09-24T19:16:40Z,0,0,,False,"Wow, just saw my hometown’s name on YouTube’s homepage. So cool! Thanks for the music, it totally captures the Xiamen vibe lol.",joy,0.9195
UgwmXnDS0ke3l9ll5el4AaABAg,_pO7BRNdJdc,,,,@beatrice7072,UC4fnI0F3FKFKKZYDOsUjNOQ,Lovely instrument and music! Thanks for sharing❤️,2025-09-24T19:08:08Z,2025-09-24T19:08:08Z,0,1,,False,Lovely instrument and music! Thanks for sharing❤️,joy,0.8687
UgxBddJUfdti64jlDCN4AaABAg,_pO7BRNdJdc,,,,@sunzanh,UCNYGyMRVQBWL8gpKcWWYHRA,This is amazing! Keep it up. Love to hear your talent.,2025-09-24T18:50:24Z,2025-09-24T18:50:24Z,0,0,,False,This is amazing! Keep it up. Love to hear your talent.,anger,0.902
Ugyadnyk1kvhlBvEVSZ4AaABAg,_pO7BRNdJdc,,,,@yoghurtmoo9342,UCy0_kviHbdn9_wfgTVAR0yg,I’ve never felt so connected to a random person.,2025-09-24T18:49:32Z,2025-09-24T18:49:32Z,0,0,,False,I’ve never felt so connected to a random person.,neutral,0.0
UgwycKUTfNgdy72U63J4AaABAg,_pO7BRNdJdc,,,,@christiankim5097,UCBGgOAcnr0UKnbEIVEQehAw,Keep Going Brother! I am loving it :),2025-09-24T17:28:30Z,2025-09-24T17:28:30Z,0,1,,False,Keep Going Brother! I am loving it :),joy,0.8016
UgyYgs7fWzEbZFwxKx54AaABAg,_pO7BRNdJdc,,,,@shelbythisisaresidentialar5397,UCfjfFoLmnREVYqLfK2ZVd_Q,非常漂亮 John Peck学生！！！,2025-09-24T16:58:50Z,2025-09-24T16:58:50Z,0,0,,False,非常漂亮 John Peck学生！！！,neutral,0.0
UgxoF2s9DIM_JJQymCZ4AaABAg,_pO7BRNdJdc,,,,@fishy977,UCezSceq74HWcAtoQvG8aqMA,First time seeing the pipa played in this manner! It sounds really nice though.,2025-09-24T16:57:43Z,2025-09-24T16:57:43Z,0,0,,False,First time seeing the pipa played in this manner! It sounds really nice though.,anticipation,0.6989
UgyIDS8_WBWiZW0XyR14AaABAg,_pO7BRNdJdc,,,,@ChrisRockJr1,UCqF7nOUJHXiK1nV6Ga2ezww,+10000000000 social credits.,2025-09-24T16:39:18Z,2025-09-24T16:39:18Z,0,0,,False,+10000000000 social credits.,neutral,0.3612
UgxsV_u9P3dcUprvly94AaABAg,_pO7BRNdJdc,,,,@WAFBLOEF,UC66EL8jvVaUk4KPciOy5Lbw,"Thanks John Peck, as a chinese this is great",2025-09-24T16:38:35Z,2025-09-24T16:38:35Z,0,1,,False,"Thanks John Peck, as a chinese this is great",joy,0.7906
UgxDUDtdD1lhZJ4oGbt4AaABAg,_pO7BRNdJdc,,,,@prettypo,UCRNUd4B-OYScBdjQz1WtIFA,真好听！🎉,2025-09-24T16:33:08Z,2025-09-24T16:33:08Z,0,0,,False,真好听！🎉,neutral,0.4019
Ugw_NHSa4pNKEh06qg14AaABAg,_pO7BRNdJdc,,,,@JeffreyDahmer-i9p,UCGukKi1aCM51C85OgSf8iIA,this is insanely good,2025-09-24T15:54:09Z,2025-09-24T15:54:09Z,0,0,,False,this is insanely good,anticipation,0.4404
UgyxKdmtCskX3cu3OfJ4AaABAg,_pO7BRNdJdc,,,,@bleku__732,UCrcPUXVuYbtVT1LXlED0qlQ,lovely song,2025-09-24T15:24:50Z,2025-09-24T15:24:50Z,0,0,,False,lovely song,anticipation,0.5859
UgyLEakHCubv_Y5GQz14AaABAg,_pO7BRNdJdc,,,,@Sospechoso,UCGxONCwb80PMQxrCg0bLO0w,que interesante instrumento,2025-09-24T15:08:32Z,2025-09-24T15:08:32Z,0,0,,False,que interesante instrumento,neutral,0.0
UgwJU2a-0mKjZ5dhxIl4AaABAg,_pO7BRNdJdc,,,,@yuhakja,UCviB-tR8_DgPppCr-15iDYQ,nice job,2025-09-24T14:51:54Z,2025-09-24T14:51:54Z,0,0,,False,nice job,anger,0.4215
UgzJcrK__g1ZJPW2PQJ4AaABAg,_pO7BRNdJdc,,,,@cloudysky8268,UCXS4kV7y2PcG9yRJFo__NUg,Very nice!,2025-09-24T14:34:27Z,2025-09-24T14:34:27Z,0,0,,False,Very nice!,joy,0.5244
UgyFvXAz8Ub_q4MhnnF4AaABAg,_pO7BRNdJdc,,,,@gunaalangunaalan9520,UCh6kkHi2xiMazMZoNaAsF4w,nice,2025-09-24T14:02:03Z,2025-09-24T14:02:03Z,0,0,,False,nice,joy,0.4215
UgzKD7lQDdwI5-v-WjZ4AaABAg,_pO7BRNdJdc,,,,@hxhuang9306,UCoO7QpjBXfZqxLUqM4em9Ug,大爷会的拨弦乐器太多了,2025-09-24T13:58:57Z,2025-09-24T13:58:57Z,0,0,,False,大爷会的拨弦乐器太多了,neutral,0.0
UgwadCEDYg1EJqvMCQ14AaABAg,_pO7BRNdJdc,,,,@deleted-something,UC_LYdQ4p2CVb4vkeOfATXMg,9 years paid off ❤,2025-09-24T13:58:33Z,2025-09-24T13:58:33Z,0,1,,False,9 years paid off ❤,neutral,0.6369
Ugy88KD9GzwS-FATTJ14AaABAg,_pO7BRNdJdc,,,,@willow5782,UCNifcqwyu-N0dhyduPQN8qQ,this is really good actually wow,2025-09-24T13:43:46Z,2025-09-24T13:43:46Z,0,1,,False,this is really good actually wow,anticipation,0.8051
UgwcXbMTBaPSrFGxJfh4AaABAg,_pO7BRNdJdc,,,,@fedor14,UCy_xBV8vflBpUmKr3Be7DIg,"good stuff, keep doing your best mate!",2025-09-24T13:13:09Z,2025-09-24T13:13:09Z,0,0,,False,"good stuff, keep doing your best mate!",trust,0.8122
UgwxHKeTPC4QbE2kZ8h4AaABAg,_pO7BRNdJdc,,,,@charlesf4778,UC85ZoERXeZlFQtP0JhaNCqw,"Finally, some good content on youtube.",2025-09-24T13:07:35Z,2025-09-24T13:07:35Z,0,0,,False,"Finally, some good content on youtube.",joy,0.4404
Ugw9xKowd5Pzg7kqw594AaABAg,_pO7BRNdJdc,,,,@zainlian,UCBYrqPoDhlQGx4XgMbv8HSw,chinese：？？？？？,2025-09-24T12:39:59Z,2025-09-24T12:39:59Z,0,0,,False,chinese：？？？？？,neutral,0.0
Ugxx9luMiHfXiV8jKE54AaABAg,_pO7BRNdJdc,,,,@blaf55,UCBeYpbMNMdOK1OpijtU_KJA,"Thank you, this made me happy",2025-09-24T12:38:50Z,2025-09-24T12:38:50Z,0,0,,False,"Thank you, this made me happy",anticipation,0.7351
UgzsYqALdFE7MwzV4WZ4AaABAg,_pO7BRNdJdc,,,,@puddingtvinc,UCD8CMGJ89HU8OC1UprLMzfg,nihao,2025-09-24T12:25:57Z,2025-09-24T12:25:57Z,0,0,,False,nihao,neutral,0.0
Ugx-YrF5709i0ZUV4vF4AaABAg,_pO7BRNdJdc,,,,@MiwoMizuki,UCVnBP9vwZ-KhRKP4cpQIiuw,this litty. W banger Jon Peck!!! TY FOR THE VIDEO!!!,2025-09-24T12:25:17Z,2025-09-24T12:25:40Z,2,1,,False,this litty. W banger Jon Peck!!! TY FOR THE VIDEO!!!,anger,0.6706
Ugy9U_zobHb2PesCeYl4AaABAg,_pO7BRNdJdc,,,,@jukki10,UCZCtqTg-h8Vs_C3tOackssQ,Youtube really wanted me to see this,2025-09-24T11:56:35Z,2025-09-24T11:56:35Z,0,0,,False,Youtube really wanted me to see this,neutral,0.0
UgxeOEDT1Z3UTVghQt94AaABAg,_pO7BRNdJdc,,,,@EmodChannelClassics,UCpsZUSX1V1UX4eXjl45wieA,bing chilling certified 10/10,2025-09-24T11:45:13Z,2025-09-24T11:45:13Z,0,0,,False,bing chilling certified 10/10,neutral,-0.0258
Ugy9kwxsDrvzx4wX9yd4AaABAg,_pO7BRNdJdc,,,,@kudasai2277,UC4h-rKGQNo0SVKuSHA1fkyA,i thought he gonna sing a song about secret tunnel,2025-09-24T11:17:26Z,2025-09-24T11:17:26Z,0,0,,False,i thought he gonna sing a song about secret tunnel,anticipation,0.0
Ugw-UNymvhJt300gZnJ4AaABAg,_pO7BRNdJdc,,,,@vladlock,UCGwJkaSnKZFpR7mPcYJ15gA,We&#39;re gonna bust out Fujian onto Guangzhou with this one bois<br> (from the increasing social credit score allowing me to travel),2025-09-24T10:50:03Z,2025-09-24T10:50:03Z,0,0,,False,We&#39;re gonna bust out Fujian onto Guangzhou with this one bois<br> (from the increasing social credit score allowing me to travel),anticipation,0.3818
Ugwg3Ls15udRBxnzdh54AaABAg,_pO7BRNdJdc,,,,@shinobu5421,UC2MTR8l63duLzeJYoWAd3OA,非常好音乐，爱来自中国,2025-09-24T10:35:58Z,2025-09-24T10:35:58Z,0,0,,False,非常好音乐，爱来自中国,neutral,0.0
UgwIPryhrYWyXMKZxRN4AaABAg,_pO7BRNdJdc,,,,@bhmcl4131,UCzSgLEOlY0rIR7cz2tI1CBg,"Popped in for your outfit, stayed for the tune, went and admired your channel. Thanks for them all!",2025-09-24T10:29:47Z,2025-09-24T10:29:47Z,1,0,,False,"Popped in for your outfit, stayed for the tune, went and admired your channel. Thanks for them all!",neutral,0.7574
UgyARBZuxeyIEbkp2ed4AaABAg,_pO7BRNdJdc,,,,@GlockLock,UCHP-9lX60v4ZkmpDjSQQiCg,Epic stuff! Country Chinese?!,2025-09-24T10:20:56Z,2025-09-24T10:20:56Z,0,0,,False,Epic stuff! Country Chinese?!,neutral,0.0
Ugxp2GsI-2KD_tzAxAF4AaABAg,_pO7BRNdJdc,,,,@yoteonthetoobs,UC3ULzKTbx3JIH259KaxgWmw,"Bless you brother, this made me smile",2025-09-24T09:12:23Z,2025-09-24T09:12:23Z,0,1,,False,"Bless you brother, this made me smile",trust,0.6486
UgwOVpyKuggsNMBWOfx4AaABAg,_pO7BRNdJdc,,,,@deniscurnow2063,UCXWFXYiLYBq_8Q1rCHSziwQ,This is the sort of thing that separates humans from AI,2025-09-24T08:42:53Z,2025-09-24T08:42:53Z,0,0,,False,This is the sort of thing that separates humans from AI,neutral,0.0
UgylF8sQrcGtyZilBzF4AaABAg,_pO7BRNdJdc,,,,@featherless5151,UChNFIE9vTbpGHOTSVZu3zag,弹的很好听,2025-09-24T07:45:23Z,2025-09-24T07:45:23Z,0,0,,False,弹的很好听,neutral,0.0
UgyWF8iofwlxhXuJ00x4AaABAg,_pO7BRNdJdc,,,,@METAsMETAs,UCofUm4noitlLxYM_RhB58cg,good shi john,2025-09-24T05:45:00Z,2025-09-24T05:45:00Z,0,0,,False,good shi john,anticipation,0.4404
Ugx6WDo8bLsz1oyEpZh4AaABAg,_pO7BRNdJdc,,,,@isickwack,UCB-wuW8CtEtFwX55xlf8f8A,you remind me of john peck,2025-09-24T05:32:59Z,2025-09-24T05:32:59Z,0,0,,False,you remind me of john peck,disgust,0.0
UgxRZvgLf2Vj1p0B3ep4AaABAg,_pO7BRNdJdc,,,,@BenPeevor,UCU-AMRVBA5DD7HUKEmX110A,thankyou for your beautiful music sir i could listen to this every time i sleep,2025-09-24T05:18:35Z,2025-09-24T05:18:35Z,0,0,,False,thankyou for your beautiful music sir i could listen to this every time i sleep,joy,0.5994
UgzPiqIWIE9to20tJQ14AaABAg,_pO7BRNdJdc,,,,@lluviarodriguez3929,UCCgtI0sojkAlsT6QktSpX7Q,Muchas gracias por esto,2025-09-24T05:07:12Z,2025-09-24T05:07:12Z,0,0,,False,Muchas gracias por esto,neutral,0.0
Ugya27Sl187oQ6H32IJ4AaABAg,_pO7BRNdJdc,,,,@habitual-truant,UCotkb94BBZJQoAOl-pnJLHQ,brought tears to my eyes man,2025-09-24T04:45:08Z,2025-09-24T04:45:08Z,0,0,,False,brought tears to my eyes man,sadness,-0.2263
UgzzkttpC0HPZku2Kdh4AaABAg,_pO7BRNdJdc,,,,@民主安那其共产,UCIJYc4BIfAdUOZgyBgp58IA,非常好视频，使我的社会积分增加,2025-09-24T04:43:06Z,2025-09-24T04:43:06Z,0,0,,False,非常好视频，使我的社会积分增加,neutral,0.0
UgwwB0lTISYhqEvEhJJ4AaABAg,_pO7BRNdJdc,,,,@samgrubbs2538,UC00hlgADE5fPneLuvLQzDwA,This video saved my life,2025-09-24T04:35:41Z,2025-09-24T04:35:41Z,0,0,,False,This video saved my life,neutral,0.4215
UgwvmFGUGYaEhKQAW2p4AaABAg,_pO7BRNdJdc,,,,@Cabinet445,UCca2StYCPrA1GKuEzbIqONg,Immaculate drip unc 🧊🧊,2025-09-24T04:13:37Z,2025-09-24T04:13:37Z,0,0,,False,Immaculate drip unc 🧊🧊,neutral,0.0
UgzpiTINzwYREHDe8wd4AaABAg,_pO7BRNdJdc,,,,@starnyxii,UChwjHSCo9i4gWvjKbe1pb6A,can you do more of these ty sir,2025-09-24T03:55:17Z,2025-09-24T03:55:17Z,0,0,,False,can you do more of these ty sir,trust,0.4336
UgyB20sLxgGpcShj1gJ4AaABAg,_pO7BRNdJdc,,,,@AuroraVulcan,UCGmB2fiVbZ9NSf5dWk_Heog,this is a red blooded american,2025-09-24T03:48:39Z,2025-09-24T03:48:39Z,0,0,,False,this is a red blooded american,neutral,0.0
UgwHnG-YX8VnY35gZ4d4AaABAg,_pO7BRNdJdc,,,,@storiesfortheworms,UCGJFLXfEULcYLxxSkCm6lwQ,I LIKE IT THANKS UNC,2025-09-24T03:42:37Z,2025-09-24T03:42:56Z,0,0,,False,I LIKE IT THANKS UNC,neutral,0.6597
UgwGAlDOhCbSkv6W_Vh4AaABAg,_pO7BRNdJdc,,,,@ducksmash8737,UCOReXy0e_ctzlzCNkE4ABUw,Alternate universe version of Mitch Mcconnell who discovered communism goes immensely hard,2025-09-24T03:40:56Z,2025-09-24T03:40:56Z,0,0,,False,Alternate universe version of Mitch Mcconnell who discovered communism goes immensely hard,anger,-0.1027
UgwTtl3dvlzuIk4gG1d4AaABAg,_pO7BRNdJdc,,,,@yUsernaae,UC7OBLneYYCXemHfSLg8lq3g,"很好！Very good playing and people are seeing it, almost 100k views now!",2025-09-24T03:00:55Z,2025-09-24T03:00:55Z,1,0,,False,"很好！Very good playing and people are seeing it, almost 100k views now!",anticipation,0.6114
UgxZ74ZSGPmiE69XWaN4AaABAg,_pO7BRNdJdc,,,,@poem-saxophoneTV,UCCKWb_yI-zMMrmosKNVswgg,"If you believe in Jesus, you and your family will be saved. Thank you for sharing this wonderful video.",2025-09-24T02:39:28Z,2025-09-24T02:39:28Z,0,0,,False,"If you believe in Jesus, you and your family will be saved. Thank you for sharing this wonderful video.",joy,0.9095
UgyKdahr_GlV8YR45Ix4AaABAg,_pO7BRNdJdc,,,,@laisdias973,UCCyhHt3H4BKhQBqUNpucIVQ,very beautiful,2025-09-24T02:24:38Z,2025-09-24T02:24:38Z,0,1,,False,very beautiful,joy,0.6361
Ugwdy6lC65jx33WSyBp4AaABAg,_pO7BRNdJdc,,,,@benhanna3596,UC6ACZpNdleYROfQR8Vahcww,Great stuff,2025-09-24T02:24:19Z,2025-09-24T02:24:19Z,0,0,,False,Great stuff,joy,0.6249
UgyayOJbmz7ne1qmVI54AaABAg,_pO7BRNdJdc,,,,@DY142,UC1BAEtScita8E1GNph-CgRw,TFW chao ling takes power,2025-09-24T02:20:00Z,2025-09-24T02:20:00Z,0,0,,False,TFW chao ling takes power,neutral,0.0
Ugzqi8TlSiv6_W1uy6t4AaABAg,_pO7BRNdJdc,,,,@melong.g,UCRta6ejZ7ZmVfLLNO6rDdKw,i love this so much,2025-09-24T01:11:57Z,2025-09-24T01:11:57Z,0,1,,False,i love this so much,joy,0.6369
